page_title	page_url	video_url	balinese	english	indonesian
E	https://dictionary.basabali.org/E	https://www.youtube.com/embed/JDpLia5Fan0?	Basa warisan sane sampun…berabad-abad ring jagate. Angge pisan (basa Bali)!	Heritage language that centuries in the world. Use it (the Balinese language)!	Bahasa warisan yang sudah berabad-abad di dunia. Pakailah (bahasa Bali)!
Eda	https://dictionary.basabali.org/Eda	https://www.youtube.com/embed/hzVU2xR_4zU?	Eda bes sanget kenehanga, nyanan lempuyengan. Nika sampun, Kak, punapi carane ngilangang?	Don’t think too much about it, you may get headache later. That’s true, Grandpa, how to relieve it?	Jangan terlalu dipikirkan, nanti pusing. Itu dia, Kek, bagaimana cara menghilangkannya?
