title	text	path
Sandal	sandal	https://dictionary.basabali.org/Sandal
Sandang	sandang	https://dictionary.basabali.org/Sandang
Sandar	sandar	https://dictionary.basabali.org/Sandar
Sandaran kursi	sandaran kursi	https://dictionary.basabali.org/Sandaran_kursi
Sandat	sandat	https://dictionary.basabali.org/Sandat
Sande	sande	https://dictionary.basabali.org/Sande
Sandeh	sandeh	https://dictionary.basabali.org/Sandeh
Sander	sander	https://dictionary.basabali.org/Sander
Sandi	sandi	https://dictionary.basabali.org/Sandi
Sandi ngucap	sandi ngucap	https://dictionary.basabali.org/Sandi_ngucap
Sandi suara	sandi suara	https://dictionary.basabali.org/Sandi_suara
Sandia Kala	sandia kala	https://dictionary.basabali.org/Sandia_Kala
Sandikala	sandikala	https://dictionary.basabali.org/Sandikala
Sandung	sandung	https://dictionary.basabali.org/Sandung
Sane	sane	https://dictionary.basabali.org/Sane
Sane tunian	sane tunian	https://dictionary.basabali.org/Sane_tunian
Sang	sang	https://dictionary.basabali.org/Sang
Sang Dumadi	sang dumadi	https://dictionary.basabali.org/Sang_Dumadi
Sang Hyang Widhi	sang hyang widhi	https://dictionary.basabali.org/Sang_Hyang_Widhi
Sang Mong	sang mong	https://dictionary.basabali.org/Sang_Mong
Sang Prabu	sang prabu	https://dictionary.basabali.org/Sang_Prabu
Sang Soma	sang soma	https://dictionary.basabali.org/Sang_Soma
Sanga	sanga	https://dictionary.basabali.org/Sanga
Sanga Likur	sanga likur	https://dictionary.basabali.org/Sanga_Likur
Sanganan	sanganan	https://dictionary.basabali.org/Sanganan
Sangara	sangara	https://dictionary.basabali.org/Sangara
Sangat	sangat	https://dictionary.basabali.org/Sangat
Sangawara	sangawara	https://dictionary.basabali.org/Sangawara
Sanget	sanget	https://dictionary.basabali.org/Sanget
Sangga	sangga	https://dictionary.basabali.org/Sangga
Sanggah	sanggah	https://dictionary.basabali.org/Sanggah
Sanggah cucuk	sanggah cucuk	https://dictionary.basabali.org/Sanggah_cucuk
Sanggah cukcuk	sanggah cukcuk	https://dictionary.basabali.org/Sanggah_cukcuk
Sanggah kemulan	sanggah kemulan	https://dictionary.basabali.org/Sanggah_kemulan
Sanggar	sanggar	https://dictionary.basabali.org/Sanggar
Sanggeniya	sanggeniya	https://dictionary.basabali.org/Sanggeniya
Sangging	sangging	https://dictionary.basabali.org/Sangging
Sanggul	sanggul	https://dictionary.basabali.org/Sanggul
Sanggup	sanggup	https://dictionary.basabali.org/Sanggup
Sanggupin	sanggupin	https://dictionary.basabali.org/Sanggupin
Sanghyang	sanghyang	https://dictionary.basabali.org/Sanghyang
Sanghyang dedari	sanghyang dedari	https://dictionary.basabali.org/Sanghyang_dedari
Sanghyang jaran	sanghyang jaran	https://dictionary.basabali.org/Sanghyang_jaran
Sangih	sangih	https://dictionary.basabali.org/Sangih
Sangihan	sangihan	https://dictionary.basabali.org/Sangihan
Sangka Pala	sangka pala	https://dictionary.basabali.org/Sangka_Pala
Sangkal	sangkal	https://dictionary.basabali.org/Sangkal
Sangkala	sangkala	https://dictionary.basabali.org/Sangkala
Sangkaning	sangkaning	https://dictionary.basabali.org/Sangkaning
Sangkap	sangkap	https://dictionary.basabali.org/Sangkap
Sangkar	sangkar	https://dictionary.basabali.org/Sangkar
Sangkara	sangkara	https://dictionary.basabali.org/Sangkara
Sangke	sangke	https://dictionary.basabali.org/Sangke
Sangkeang	sangkeang	https://dictionary.basabali.org/Sangkeang
Sangkep	sangkep	https://dictionary.basabali.org/Sangkep
Sangkepan	sangkepan	https://dictionary.basabali.org/Sangkepan
Sangket	sangket	https://dictionary.basabali.org/Sangket
Sangkil	sangkil	https://dictionary.basabali.org/Sangkil
Sangkol	sangkol	https://dictionary.basabali.org/Sangkol
Sangkolan	sangkolan	https://dictionary.basabali.org/Sangkolan
Sangkop	sangkop	https://dictionary.basabali.org/Sangkop
Sangku	sangku	https://dictionary.basabali.org/Sangku
Sangkur	sangkur	https://dictionary.basabali.org/Sangkur
Sangkur buntut	sangkur buntut	https://dictionary.basabali.org/Sangkur_buntut
Sangkur pakpak	sangkur pakpak	https://dictionary.basabali.org/Sangkur_pakpak
Sangkur pengotok	sangkur pengotok	https://dictionary.basabali.org/Sangkur_pengotok
Sangkur sempret	sangkur sempret	https://dictionary.basabali.org/Sangkur_sempret
Sangkur udang	sangkur udang	https://dictionary.basabali.org/Sangkur_udang
Sanglad	sanglad	https://dictionary.basabali.org/Sanglad
Sanglir	sanglir	https://dictionary.basabali.org/Sanglir
Sanglup	sanglup	https://dictionary.basabali.org/Sanglup
Sangsan	sangsan	https://dictionary.basabali.org/Sangsan
Sangsang	sangsang	https://dictionary.basabali.org/Sangsang
Sangsara	sangsara	https://dictionary.basabali.org/Sangsara
Sangsaraina	sangsaraina	https://dictionary.basabali.org/Sangsaraina
Sangsaya	sangsaya	https://dictionary.basabali.org/Sangsaya
Sangsiah	sangsiah	https://dictionary.basabali.org/Sangsiah
